사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2021030900100166,2021년 3월 9일 11시,화요일,경상남도 하동군 고전면,중상사고,0,2,1,3,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,27세,중상,화물,남,54세,경상
2021031100100215,2021년 3월 11일 13시,목요일,경상남도 김해시 수가동,중상사고,0,1,0,0,차대차 - 측면충돌,차로위반,포장 - 건조,맑음,단일로 - 기타,화물,남,60세,상해없음,승용,남,70세,중상
2021031200100254,2021년 3월 12일 14시,금요일,경상남도 함양군 서상면,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,승용,남,70세,상해없음,승용,남,34세,경상
2021031200100262,2021년 3월 12일 14시,금요일,경상남도 김해시 한림면,사망사고,1,2,0,0,차대차 - 기타,안전운전불이행,포장 - 젖음/습기,비,단일로 - 터널,승용,남,55세,중상,승용,남,61세,상해없음
2021031300100077,2021년 3월 13일 08시,토요일,경상남도 함안군 산인면,중상사고,0,2,0,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,29세,상해없음,승용,여,28세,중상
2021031600100067,2021년 3월 16일 07시,화요일,경상남도 김해시 대동면,중상사고,0,2,1,0,차대차 - 측면충돌,차로위반,포장 - 건조,맑음,단일로 - 기타,화물,남,56세,상해없음,승용,남,41세,상해없음
2021031600100099,2021년 3월 16일 08시,화요일,경상남도 양산시 산막동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,여,46세,상해없음,승용,여,37세,경상
2.02103E+15,2021년 3월 16일 08시,화요일,경상남도 김해시 대동면,경상사고,0,0,3,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,화물,남,69세,상해없음,화물,남,41세,경상
2021031700100177,2021년 3월 17일 11시,수요일,경상남도 창원시 마산회원구 회성동,경상사고,0,0,1,0,차대차 - 추돌,신호위반,포장 - 건조,맑음,단일로 - 기타,화물,남,57세,상해없음,승용,남,66세,경상
2021031700100487,2021년 3월 17일 20시,수요일,경상남도 김해시 불암동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,29세,상해없음,승용,여,62세,경상
2021031900100111,2021년 3월 19일 09시,금요일,경상남도 김해시 상동면,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,특수,남,48세,상해없음,승용,남,55세,경상
2021032100100254,2021년 3월 21일 16시,일요일,경상남도 하동군 진교면,중상사고,0,1,1,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,여,25세,상해없음,승용,여,39세,중상
2021032100100395,2021년 3월 21일 21시,일요일,경상남도 김해시 부곡동,중상사고,0,2,0,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,37세,상해없음,승용,여,53세,중상
2021032700100503,2021년 3월 27일 19시,토요일,경상남도 함안군 칠원읍,중상사고,0,1,0,0,차대차 - 기타,신호위반,포장 - 젖음/습기,비,단일로 - 기타,특수,남,46세,상해없음,승용,남,54세,중상
2021032800100247,2021년 3월 28일 15시,일요일,경상남도 김해시 주촌면,중상사고,0,1,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,46세,기타불명,승용,남,54세,경상
2021032900100092,2021년 3월 29일 08시,월요일,경상남도 김해시 삼정동,중상사고,0,1,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,56세,중상,화물,남,61세,경상
2021032900100146,2021년 3월 29일 09시,월요일,경상남도 하동군 진교면,중상사고,0,2,0,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,60세,상해없음,승용,남,49세,중상
2.02103E+15,2021년 3월 29일 10시,월요일,경상남도 김해시 대동면,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,특수,남,43세,상해없음,승용,남,32세,경상
2021040100100237,2021년 4월 1일 12시,목요일,경상남도 함양군 지곡면,중상사고,0,1,0,0,차량단독 - 공작물충돌,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,56세,상해없음,,,,
2.02104E+15,2021년 4월 1일 18시,목요일,경상남도 김해시 삼문동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,56세,상해없음,승용,여,48세,경상
2.02104E+15,2021년 4월 1일 18시,목요일,경상남도 거창군 남상면,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,특수,남,49세,상해없음,보행자,남,50세,중상
2021040300100044,2021년 4월 3일 04시,토요일,경상남도 김해시 대동면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,55세,상해없음,화물,남,61세,경상
2021040300100087,2021년 4월 3일 09시,토요일,경상남도 창원시 진해구 소사동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,건설기계,남,49세,상해없음,보행자,남,52세,중상
2021040300100221,2021년 4월 3일 13시,토요일,경상남도 김해시 대동면,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,화물,남,62세,상해없음,승용,남,68세,경상
2.02104E+15,2021년 4월 4일 17시,일요일,경상남도 창원시 의창구 동읍,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,27세,상해없음,화물,남,49세,경상
2021040500100016,2021년 4월 5일 02시,월요일,경상남도 김해시 불암동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,38세,상해없음,승용,남,43세,중상
2021040500100542,2021년 4월 5일 19시,월요일,경상남도 양산시 물금읍,중상사고,0,1,1,0,차대차 - 추돌,기타,포장 - 건조,맑음,단일로 - 기타,승용,기타불명,미분류,기타불명,승용,남,48세,중상
2021040700100403,2021년 4월 7일 17시,수요일,경상남도 양산시 하북면,중상사고,0,1,0,0,차대차 - 정면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,65세,상해없음,승용,남,28세,중상
2021040800100232,2021년 4월 8일 12시,목요일,경상남도 김해시 대동면,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,29세,상해없음,특수,남,60세,상해없음
2021040900100277,2021년 4월 9일 13시,금요일,경상남도 통영시 용남면,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,43세,상해없음,승용,남,63세,경상
