사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2021072500100291,2021년 7월 25일 17시,일요일,경기도 평택시 청북읍,부상신고사고,0,0,0,1,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,34세,상해없음,승용,남,23세,부상신고
2021072500100327,2021년 7월 25일 18시,일요일,경기도 안성시 원곡면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,47세,상해없음,승용,남,34세,경상
2021072500100348,2021년 7월 25일 18시,일요일,경기도 이천시 마장면,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,37세,상해없음,승용,남,43세,경상
2021072500100397,2021년 7월 25일 20시,일요일,경기도 광주시 남한산성면,경상사고,0,0,1,0,차대차 - 기타,신호위반,포장 - 건조,흐림,단일로 - 터널,승용,남,40세,상해없음,승용,여,24세,경상
2021072600100033,2021년 7월 26일 06시,월요일,경기도 성남시 분당구 궁내동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,여,20세,상해없음,승용,남,26세,경상
2021072600100049,2021년 7월 26일 07시,월요일,경기도 이천시 마장면,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,건설기계,남,40세,상해없음,승용,남,56세,경상
2021072600100079,2021년 7월 26일 08시,월요일,경기도 평택시 청북읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,화물,남,45세,상해없음,승용,남,32세,경상
2021072600100115,2021년 7월 26일 09시,월요일,경기도 오산시 내삼미동,부상신고사고,0,0,0,2,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,기타불명,남,35세,상해없음,승용,여,39세,부상신고
2021072600100152,2021년 7월 26일 10시,월요일,경기도 의왕시 청계동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 터널,승용,여,45세,상해없음,승용,남,44세,경상
2021072600100457,2021년 7월 26일 17시,월요일,경기도 김포시 고촌읍,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,포장 - 건조,맑음,기타 - 기타,승용,남,64세,상해없음,승용,남,47세,경상
2021072600100515,2021년 7월 26일 18시,월요일,경기도 하남시 춘궁동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,흐림,단일로 - 기타,승용,남,55세,상해없음,승용,남,29세,상해없음
2021072600100575,2021년 7월 26일 20시,월요일,경기도 구리시 사노동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,72세,상해없음,승용,남,33세,상해없음
2021072700100023,2021년 7월 27일 04시,화요일,경기도 광주시 경안동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,50세,상해없음,화물,남,44세,경상
2021072700100094,2021년 7월 27일 08시,화요일,경기도 화성시 봉담읍,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,단일로 - 기타,특수,남,61세,상해없음,승용,남,29세,경상
2021072700100108,2021년 7월 27일 08시,화요일,경기도 안산시 상록구 부곡동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,화물,남,59세,상해없음,승용,남,31세,경상
2021072700100187,2021년 7월 27일 10시,화요일,경기도 하남시 하산곡동,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,화물,남,60세,상해없음,승용,여,54세,경상
2021072700100188,2021년 7월 27일 10시,화요일,경기도 양주시 장흥면,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,건설기계,남,31세,상해없음,승용,남,56세,경상
2021072700100208,2021년 7월 27일 11시,화요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,여,36세,상해없음,특수,남,51세,경상
2.02107E+15,2021년 7월 27일 13시,화요일,경기도 안성시 일죽면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,42세,상해없음,승합,남,51세,상해없음
2.02107E+15,2021년 7월 27일 15시,화요일,경기도 하남시 덕풍동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,53세,상해없음,승용,남,28세,경상
